Temperatura_Max,Temperatura_Min,Umidade_Max,Ventania,Precipitacao,Nuvem,Pressao
32.7,15.2,72.1,9.1,0.0,0.0,1014.2
32.7,15.2,73.2,9.2,0.0,0.0,1014.9
32.7,15.5,66.9,10.0,0.0,0.0,1015.5
32.7,15.5,56.0,10.1,0.0,0.0,1016.0
32.7,15.5,46.0,10.1,0.0,0.0,1016.6
32.7,15.5,49.5,7.2,0.0,0.0,1016.9
32.7,15.5,53.2,7.4,0.0,0.0,1017.2
32.7,15.5,57.1,10.0,0.0,0.0,1017.5
32.7,15.5,60.0,10.3,0.0,2.0,1017.1
32.7,15.6,63.1,10.7,0.0,4.0,1016.7
31.6,15.7,66.4,11.2,0.0,6.0,1016.3
29.7,15.8,74.1,11.2,0.0,7.0,1017.1
26.9,15.9,82.9,10.1,0.0,7.0,1017.9
25.0,15.7,92.9,10.1,0.0,8.0,1018.7
25.0,15.6,91.5,10.1,0.0,8.0,1019.5
25.0,15.3,90.2,10.1,0.0,8.0,1020.3
25.0,15.0,88.8,10.1,0.0,8.0,1021.1
25.0,14.8,90.0,10.6,0.0,8.0,1021.0
25.0,14.5,91.3,11.1,0.0,8.0,1021.0
25.1,14.3,92.5,11.5,0.0,8.0,1020.9
25.1,14.1,91.8,11.5,0.0,8.0,1020.6
25.1,13.9,91.0,11.0,0.0,8.0,1020.3
25.1,13.7,90.3,10.5,0.0,8.0,1019.9
25.1,13.6,90.9,10.0,0.0,8.0,1020.1
25.1,13.6,91.6,9.5,0.0,8.0,1020.3
25.1,13.6,92.3,9.0,0.0,8.0,1020.5
25.1,13.6,89.5,8.5,0.0,8.0,1021.0
25.1,13.6,86.8,7.9,0.0,8.0,1021.5
25.1,13.6,84.2,7.3,0.0,8.0,1022.0
25.1,13.6,78.3,7.2,0.0,8.0,1021.3
25.1,13.6,72.9,6.6,0.0,8.0,1020.6
25.1,13.6,67.9,6.3,0.0,8.0,1019.9
24.4,13.6,69.6,6.4,0.0,7.0,1019.2
23.8,13.7,71.3,6.8,0.0,7.0,1018.5
23.2,13.8,73.0,7.2,0.0,6.0,1017.7
20.9,13.8,78.8,7.3,0.0,7.0,1018.1
19.9,13.8,85.2,7.6,0.0,7.0,1018.5
19.9,13.8,92.1,8.0,0.0,8.0,1018.9
19.9,13.8,93.6,8.0,0.0,8.0,1019.3
19.9,13.8,94.6,7.6,0.0,8.0,1019.6
19.9,13.8,96.5,7.2,0.0,8.0,1020.0
19.9,13.8,96.3,6.9,0.0,8.0,1019.8
19.9,13.8,94.7,6.9,0.0,8.0,1019.5
19.9,13.8,94.3,7.0,0.0,8.0,1019.3
19.9,13.8,95.1,7.0,0.0,8.0,1018.8
19.9,13.8,95.4,6.8,0.0,8.0,1018.2
19.9,13.8,97.4,6.6,0.0,8.0,1017.6
19.9,13.8,97.3,6.5,0.0,8.0,1017.9
19.9,13.8,97.8,6.6,0.0,8.0,1018.2
19.9,13.8,98.3,6.8,0.0,8.0,1018.6
19.8,14.4,91.4,6.8,0.0,6.0,1019.1
19.8,15.0,85.0,6.5,0.0,4.0,1019.6
19.8,15.0,79.1,6.2,0.0,2.0,1020.1
22.4,15.0,68.1,6.0,0.0,1.0,1019.3
25.3,14.9,58.8,4.8,0.0,1.0,1018.5
28.3,14.8,51.0,3.1,0.0,0.0,1017.6
29.4,14.6,45.3,2.6,0.0,1.0,1016.5
30.7,14.6,40.3,3.5,0.0,1.0,1015.4
31.9,14.5,35.9,3.9,0.0,2.0,1014.3
32.0,14.5,47.1,4.3,0.0,2.0,1014.7
32.0,14.5,61.9,4.8,0.0,2.0,1015.1
32.0,14.5,81.4,5.6,0.0,2.0,1015.6
32.0,14.5,84.7,5.6,0.0,2.0,1016.2
32.0,14.5,88.2,4.8,0.0,1.0,1017.0
32.0,14.5,91.9,3.9,0.0,0.0,1017.7
32.0,14.7,91.9,4.1,0.0,0.0,1017.9
32.0,14.7,91.9,5.4,0.0,0.0,1018.1
32.0,14.7,91.9,6.7,0.0,0.0,1018.3
32.0,14.7,92.6,6.7,0.0,0.0,1018.0
32.0,14.7,93.3,6.6,0.0,0.0,1017.7
32.0,14.7,94.0,6.4,0.0,0.0,1017.4
32.0,14.7,94.2,6.5,0.0,0.0,1017.8
32.0,14.7,94.4,6.6,0.0,0.0,1018.2
31.9,14.7,94.6,6.8,0.0,0.0,1018.7
31.9,16.0,81.5,6.8,0.0,0.0,1019.2
31.9,16.4,70.5,5.5,0.0,0.0,1019.7
31.9,16.4,61.1,4.7,0.0,0.0,1020.3
31.9,16.4,45.1,4.1,0.0,0.0,1019.5
31.9,16.4,33.4,2.9,0.0,0.0,1018.7
33.2,16.4,24.7,1.7,0.0,0.0,1017.9
33.6,16.3,22.9,1.9,0.0,0.0,1017.1
34.0,16.3,21.2,2.7,0.0,0.0,1016.3
34.5,16.3,19.7,3.5,0.0,0.0,1015.5
34.6,16.3,28.5,4.2,0.0,0.0,1015.9
34.6,16.3,40.9,5.3,0.0,0.0,1016.2
34.6,16.3,58.2,6.4,0.0,0.0,1016.6
34.6,16.3,58.4,6.4,0.0,0.0,1016.9
34.6,16.3,58.7,6.2,0.0,0.0,1017.4
34.6,16.3,59.0,6.1,0.0,0.0,1017.8
34.6,16.3,58.0,6.1,0.0,0.0,1017.9
34.6,16.3,57.0,6.1,0.0,0.0,1018.1
34.6,16.3,56.0,6.2,0.0,0.0,1018.2
34.6,16.3,58.2,6.2,0.0,0.0,1017.8
34.6,16.3,60.5,6.0,0.0,0.0,1017.4
34.6,16.3,62.9,6.0,0.0,0.0,1016.9
34.6,16.3,65.0,5.9,0.0,0.0,1017.2
34.6,16.3,67.2,5.8,0.0,0.0,1017.5
34.6,16.1,69.5,6.1,0.0,0.0,1017.9
34.6,16.0,60.3,6.1,0.0,0.0,1018.4
34.6,16.0,52.5,5.0,0.0,0.0,1018.8
34.6,16.0,45.8,4.7,0.0,0.0,1019.3
34.6,16.0,39.7,4.5,0.0,0.0,1018.5
34.6,16.0,34.4,4.5,0.0,0.0,1017.6
34.6,16.0,29.8,4.4,0.0,0.0,1016.8
34.6,16.0,25.8,4.4,0.0,0.0,1016.0
34.6,16.0,22.4,4.4,0.0,0.0,1015.1
34.6,16.1,19.4,4.9,0.0,0.0,1014.3
34.1,16.1,22.1,4.9,0.0,0.0,1014.6
34.1,16.1,25.1,4.9,0.0,0.0,1015.0
34.1,16.1,28.5,5.2,0.0,0.0,1015.3
34.1,16.1,32.5,5.5,0.0,0.0,1015.6
34.1,16.1,37.0,5.8,0.0,0.0,1016.0
34.1,16.1,42.1,6.0,0.0,0.0,1016.4
34.1,16.1,43.2,6.0,0.0,0.0,1016.2
34.1,16.1,44.2,5.9,0.0,0.0,1016.0
34.1,16.1,45.4,5.7,0.0,0.0,1015.8
34.1,16.1,46.5,5.5,0.0,0.0,1015.6
34.1,16.1,47.8,5.3,0.0,0.0,1015.4
34.1,15.5,49.0,5.1,0.0,0.0,1015.2
34.1,15.4,46.6,5.0,0.0,0.0,1015.5
34.1,15.4,44.4,5.2,0.0,0.0,1015.8
34.1,15.4,42.4,5.3,0.0,0.0,1016.1
34.1,15.4,40.4,5.5,0.0,0.0,1016.4
34.1,15.4,38.6,5.6,0.0,0.0,1016.7
34.1,15.4,36.9,5.7,0.0,0.0,1017.0
34.1,15.4,30.5,5.7,0.0,0.0,1016.0
34.1,15.4,25.2,5.2,0.0,0.0,1015.0
34.1,15.4,20.8,4.6,0.0,0.0,1013.9
34.1,15.4,17.2,4.0,0.0,0.0,1012.9
34.1,15.4,14.2,3.4,0.0,0.0,1011.8
35.8,15.4,11.7,2.8,0.0,0.0,1010.8
35.8,15.4,15.8,2.6,0.0,0.0,1011.1
35.8,15.4,21.1,2.6,0.0,0.0,1011.4
32.2,13.9,48.7,7.1,0.0,0.0,1014.8
32.2,13.9,64.4,7.1,0.0,0.0,1015.4
32.2,13.9,67.6,6.5,0.0,0.0,1015.7
32.2,13.9,64.3,6.4,0.0,0.0,1016.3
32.2,13.9,62.8,6.4,0.0,0.0,1017.0
32.2,13.9,66.2,5.8,0.0,1.0,1017.4
32.2,13.9,71.0,5.4,0.0,0.0,1017.6
32.2,13.9,74.6,5.4,0.0,0.0,1017.3
32.2,13.9,79.2,5.4,0.0,0.0,1016.8
32.2,13.9,81.8,5.3,0.0,0.0,1016.3
32.2,13.9,82.9,6.0,0.0,0.0,1015.9
32.2,13.9,85.3,6.6,0.0,0.0,1015.7
32.2,13.9,85.6,7.3,0.0,0.0,1016.1
32.2,13.9,83.4,7.9,0.0,0.0,1016.7
32.1,14.1,76.7,8.5,0.0,0.0,1017.5
32.1,15.2,62.6,8.8,0.0,0.0,1018.1
32.1,16.0,50.4,9.1,0.0,0.0,1018.5
32.1,16.0,38.9,9.1,0.0,0.0,1018.0
32.1,16.0,27.8,8.8,0.0,0.0,1017.4
32.1,16.0,21.7,7.9,0.0,0.0,1016.5
32.5,16.0,19.1,7.3,0.0,0.0,1015.2
32.8,15.9,18.1,6.3,0.0,0.0,1014.3
32.8,15.9,20.5,5.5,0.0,0.0,1013.4
32.8,15.9,27.2,6.7,0.0,0.0,1012.9
32.8,15.9,44.1,9.2,0.0,0.0,1013.5
32.8,15.9,50.5,10.3,0.0,0.0,1014.1
32.8,15.9,51.6,10.3,0.0,0.0,1014.9
32.8,15.9,53.9,9.5,0.0,0.0,1015.7
32.8,15.9,46.2,13.0,0.0,0.0,1016.1
32.8,15.9,46.7,14.1,0.0,0.0,1016.3
32.8,15.9,48.4,14.1,0.0,0.0,1016.3
32.8,15.9,52.4,12.6,0.0,0.0,1016.5
32.8,15.9,56.6,9.8,0.0,0.0,1015.6
32.8,15.9,61.4,8.1,0.0,0.0,1014.9
32.8,15.9,66.2,8.2,0.0,0.0,1014.4
32.8,15.9,69.9,8.5,0.0,0.0,1014.1
32.8,15.9,71.6,8.5,0.0,0.0,1014.2
32.8,15.8,71.4,8.8,0.0,0.0,1014.8
32.8,15.7,63.9,9.4,0.0,0.0,1015.3
32.8,15.7,53.3,9.4,0.0,0.0,1015.9
32.8,15.7,44.4,9.2,0.0,0.0,1016.4
32.8,15.7,47.4,7.2,0.0,0.0,1016.7
32.8,15.7,50.5,7.2,0.0,0.0,1016.9
32.8,15.7,53.8,9.6,0.0,0.0,1017.2
32.8,15.7,57.1,9.9,0.0,2.0,1016.9
32.8,15.7,60.6,10.4,0.0,3.0,1016.5
32.4,15.8,64.3,11.0,0.0,4.0,1016.2
31.4,15.9,72.0,11.0,0.0,6.0,1017.0
28.1,16.0,80.7,9.9,0.0,7.0,1017.9
25.8,16.0,90.6,9.5,0.0,8.0,1018.7
25.8,15.8,89.4,9.4,0.0,8.0,1019.5
25.8,15.5,88.3,9.4,0.0,8.0,1020.3
25.8,15.2,87.1,9.5,0.0,8.0,1021.1
25.8,14.9,88.3,9.9,0.0,8.0,1021.0
25.9,14.7,89.5,10.2,0.0,8.0,1021.0
25.9,14.4,90.8,10.6,0.0,8.0,1021.0
25.9,14.2,90.4,10.6,0.0,8.0,1020.6
25.9,14.0,90.0,10.3,0.0,8.0,1020.3
25.9,13.9,89.7,9.9,0.0,8.0,1019.9
25.9,13.8,90.1,9.6,0.0,8.0,1020.1
25.9,13.8,90.5,9.2,0.0,8.0,1020.3
25.9,13.7,91.0,8.8,0.0,8.0,1020.4
25.9,13.7,87.8,8.4,0.0,8.0,1020.9
25.9,13.7,84.7,7.9,0.0,8.0,1021.4
25.9,13.7,81.8,7.5,0.0,8.0,1021.9
25.9,13.7,75.7,7.5,0.0,8.0,1021.2
25.9,13.7,70.1,6.9,0.0,7.0,1020.5
25.9,13.7,65.0,6.5,0.0,7.0,1019.7
25.1,13.8,66.0,6.6,0.0,6.0,1018.9
24.3,13.8,67.1,7.0,0.0,6.0,1018.2
23.6,13.9,68.1,7.3,0.0,5.0,1017.4
21.4,13.9,74.4,7.3,0.0,6.0,1017.9
20.9,13.9,81.5,7.4,0.0,7.0,1018.4
20.9,13.9,89.2,7.5,0.0,7.0,1018.9
20.9,13.9,91.4,7.5,0.0,8.0,1019.2
20.9,13.9,93.6,7.2,0.0,8.0,1019.6
20.9,13.9,96.5,7.0,0.0,8.0,1020.0
20.9,13.9,94.8,6.7,0.0,8.0,1019.8
20.9,13.9,94.8,6.8,0.0,8.0,1019.6
20.9,13.9,94.3,6.8,0.0,8.0,1019.4
20.9,13.9,94.8,6.8,0.0,8.0,1018.7
20.9,13.9,95.4,6.6,0.0,8.0,1018.1
20.9,13.9,96.0,6.3,0.0,8.0,1017.5
20.9,13.9,95.9,6.3,0.0,8.0,1017.9
20.9,13.9,97.2,6.6,0.0,8.0,1018.2
20.9,13.9,97.9,6.7,0.0,8.0,1018.6
20.9,14.6,90.2,6.7,0.0,6.0,1019.0
20.9,15.1,83.3,6.2,0.0,3.0,1019.5
20.9,15.1,76.9,5.8,0.0,1.0,1019.9
23.0,15.1,66.1,5.5,0.0,1.0,1019.1
26.0,15.0,57.0,4.2,0.0,0.0,1018.3
28.9,14.9,49.4,2.4,0.0,0.0,1017.4
30.1,14.7,42.6,2.3,0.0,1.0,1016.3
31.4,14.7,36.7,3.1,0.0,1.0,1015.1
32.7,14.6,31.7,3.8,0.0,2.0,1014.0
32.7,14.6,41.9,4.1,0.0,2.0,1014.5
32.7,14.6,55.3,4.3,0.0,2.0,1015.0
32.7,14.6,72.8,4.9,0.0,1.0,1015.6
32.7,14.6,78.8,4.9,0.0,1.0,1016.3
32.7,14.6,85.2,4.4,0.0,1.0,1017.0
32.7,14.6,92.3,4.0,0.0,0.0,1017.8
32.7,14.8,93.0,4.6,0.0,0.0,1017.9
32.7,14.9,93.8,5.7,0.0,0.0,1018.1
32.7,14.9,94.6,6.8,0.0,0.0,1018.3
32.7,14.9,93.8,6.8,0.0,0.0,1018.0
32.7,14.9,93.1,6.6,0.0,0.0,1017.6
32.7,14.9,92.4,6.4,0.0,0.0,1017.3
32.7,14.9,92.9,6.2,0.0,0.0,1017.7
32.7,14.9,93.4,5.9,0.0,0.0,1018.1
32.7,14.9,94.0,5.7,0.0,0.0,1018.6
32.6,16.2,79.2,5.4,0.0,0.0,1019.1
32.6,16.3,66.9,5.0,0.0,0.0,1019.6
32.6,16.3,56.8,4.5,0.0,0.0,1020.2
32.6,16.3,41.7,4.0,0.0,0.0,1019.4
32.6,16.3,30.6,2.4,0.0,0.0,1018.5
33.7,16.3,22.4,1.3,0.0,0.0,1017.7
33.9,16.2,21.2,2.0,0.0,0.0,1017.0
34.2,16.2,20.0,3.1,0.0,0.0,1016.3
34.5,16.2,18.9,4.1,0.0,0.0,1015.5
34.6,16.2,26.5,4.7,0.0,0.0,1015.9
34.6,16.2,36.8,5.6,0.0,0.0,1016.2
34.6,16.2,50.7,6.6,0.0,0.0,1016.5
34.6,16.2,53.7,6.6,0.0,0.0,1017.0
34.6,16.2,56.8,6.3,0.0,0.0,1017.5
34.6,16.2,60.2,6.2,0.0,0.0,1017.9
34.6,16.2,58.0,6.2,0.0,0.0,1018.0
34.6,16.2,55.9,6.4,0.0,0.0,1018.1
34.6,16.2,53.9,6.7,0.0,0.0,1018.2
34.6,16.2,55.9,6.7,0.0,0.0,1017.7
34.6,16.2,58.0,6.3,0.0,0.0,1017.3
34.6,16.2,60.2,6.1,0.0,0.0,1016.9
34.6,16.2,63.2,5.9,0.0,0.0,1017.2
34.6,16.2,66.3,5.6,0.0,0.0,1017.5
34.6,16.2,69.6,5.3,0.0,0.0,1017.8
34.6,16.1,58.8,5.0,0.0,0.0,1018.2
34.6,16.1,49.9,4.9,0.0,0.0,1018.7
34.6,16.1,42.5,4.8,0.0,0.0,1019.1
34.6,16.1,36.2,4.6,0.0,0.0,1018.3
34.6,16.1,30.9,4.6,0.0,0.0,1017.5
34.6,16.1,26.3,4.6,0.0,0.0,1016.6
34.6,16.1,22.4,4.5,0.0,0.0,1015.8
34.6,16.1,19.1,4.5,0.0,0.0,1015.0
34.6,16.1,16.2,5.0,0.0,0.0,1014.1
34.6,16.1,19.4,5.0,0.0,0.0,1014.5
34.6,16.1,23.1,5.0,0.0,0.0,1014.9
34.6,16.1,27.6,5.3,0.0,0.0,1015.3
34.6,16.1,32.8,5.6,0.0,0.0,1015.7
34.6,16.1,39.0,5.9,0.0,0.0,1016.1
34.6,16.1,46.4,6.2,0.0,0.0,1016.5
34.6,16.1,47.0,6.2,0.0,0.0,1016.3
34.6,16.1,47.7,6.0,0.0,0.0,1016.0
34.6,16.1,48.3,5.8,0.0,0.0,1015.8
34.6,16.1,49.0,5.5,0.0,0.0,1015.6
34.6,16.1,49.7,5.3,0.0,0.0,1015.4
34.6,16.1,50.4,5.1,0.0,0.0,1015.1
34.6,16.1,47.1,5.0,0.0,0.0,1015.4
34.6,16.1,44.1,5.1,0.0,0.0,1015.7
34.6,16.1,41.3,5.3,0.0,0.0,1016.0
34.6,16.1,38.7,5.4,0.0,0.0,1016.3
34.6,16.1,36.3,5.5,0.0,0.0,1016.6
34.6,16.1,34.1,5.5,0.0,0.0,1016.9
34.6,16.1,28.5,5.0,0.0,0.0,1015.9
34.6,16.1,23.8,5.0,0.0,0.0,1014.9
34.6,16.1,19.9,4.5,0.0,0.0,1013.8
34.6,16.1,16.6,3.9,0.0,0.0,1012.8
34.6,16.1,13.9,3.4,0.0,0.0,1011.7
36.0,16.0,11.5,2.8,0.0,0.0,1010.7
36.0,16.0,15.1,2.7,0.0,0.0,1011.0
36.0,16.0,19.5,2.8,0.0,0.0,1011.4
32.7,14.2,46.4,7.3,0.0,0.0,1014.8
32.7,14.2,61.5,7.3,0.0,0.0,1015.4
32.7,14.2,67.0,6.3,0.0,0.0,1015.8
32.7,14.2,64.5,6.2,0.0,0.0,1016.4
32.7,14.2,64.2,6.2,0.0,0.0,1017.1
32.7,14.2,67.1,5.4,0.0,0.0,1017.4
32.7,14.2,69.7,5.4,0.0,0.0,1017.6
32.7,14.2,72.3,5.4,0.0,0.0,1017.3
32.7,14.2,77.3,5.3,0.0,0.0,1016.8
32.7,14.2,81.3,5.5,0.0,0.0,1016.3
32.7,14.2,83.4,6.1,0.0,0.0,1015.9
32.7,14.2,85.2,6.6,0.0,0.0,1015.7
32.7,14.2,84.1,7.4,0.0,0.0,1016.1
32.7,14.2,80.8,8.0,0.0,0.0,1016.6
32.6,14.6,73.6,8.5,0.0,0.0,1017.4
32.6,15.8,60.2,8.8,0.0,0.0,1018.1
32.6,16.8,48.4,9.0,0.0,0.0,1018.4
32.6,16.8,37.2,9.0,0.0,0.0,1018.0
32.6,16.8,26.1,8.5,0.0,0.0,1017.3
32.6,16.8,21.2,7.8,0.0,0.0,1016.5
32.6,16.8,18.6,7.1,0.0,0.0,1015.2
32.9,16.8,17.7,6.2,0.0,0.0,1014.3
32.9,16.8,18.4,5.6,0.0,0.0,1013.2
32.9,16.8,20.5,6.2,0.0,0.0,1012.6
32.9,16.8,40.1,8.6,0.0,0.0,1013.4
32.9,16.8,46.5,10.3,0.0,0.0,1014.2
32.9,16.8,51.5,10.3,0.0,0.0,1015.0
32.9,16.8,51.7,10.0,0.0,0.0,1015.7
32.9,16.8,45.1,13.2,0.0,0.0,1016.0
32.9,16.8,45.6,13.9,0.0,0.0,1016.3
32.9,16.8,47.7,13.9,0.0,0.0,1016.3
32.9,16.8,52.1,12.1,0.0,0.0,1016.6
32.9,16.8,57.0,9.0,0.0,0.0,1015.7
32.9,16.8,62.0,7.5,0.0,0.0,1014.9
32.9,16.8,66.6,7.9,0.0,0.0,1014.4
32.9,16.7,69.9,8.1,0.0,0.0,1014.2
32.9,16.4,70.5,8.3,0.0,0.0,1014.2
32.9,16.4,69.2,8.6,0.0,0.0,1014.8
32.9,16.3,61.0,9.1,0.0,0.0,1015.2
32.9,16.3,51.2,9.1,0.0,0.0,1015.9
32.9,16.3,42.9,8.9,0.0,0.0,1016.1
32.9,16.3,45.7,7.2,0.0,0.0,1016.5
32.9,16.3,48.7,7.2,0.0,0.0,1016.8
32.9,16.3,51.8,9.3,0.0,0.0,1017.1
32.9,16.3,55.4,9.7,0.0,1.0,1016.8
32.9,16.3,59.2,10.2,0.0,2.0,1016.4
32.9,16.3,63.3,10.8,0.0,3.0,1016.1
32.5,16.5,71.1,10.8,0.0,5.0,1017.0
29.0,16.6,80.0,9.7,0.0,6.0,1017.8
26.4,16.2,90.2,9.3,0.0,8.0,1018.7
26.4,16.0,89.0,9.1,0.0,8.0,1019.5
26.4,15.7,87.9,9.1,0.0,8.0,1020.3
26.4,15.4,86.7,9.2,0.0,8.0,1021.1
26.4,15.0,87.9,9.5,0.0,8.0,1021.0
26.4,14.7,89.1,9.9,0.0,8.0,1021.0
26.5,14.4,90.4,10.3,0.0,8.0,1021.0
26.5,14.3,90.2,10.3,0.0,8.0,1020.7
26.5,14.1,90.1,10.0,0.0,8.0,1020.3
26.5,14.0,90.0,9.8,0.0,8.0,1019.9
26.5,13.9,90.2,9.5,0.0,8.0,1020.1
26.5,13.8,90.4,9.1,0.0,8.0,1020.3
26.5,13.8,90.6,8.7,0.0,8.0,1020.4
26.5,13.8,87.2,8.3,0.0,8.0,1020.9
26.5,13.8,83.9,7.9,0.0,8.0,1021.4
26.5,13.8,80.8,7.7,0.0,8.0,1021.9
26.5,13.8,74.5,7.6,0.0,7.0,1021.1
26.5,13.8,68.8,7.0,0.0,7.0,1020.3
26.5,13.8,63.6,6.6,0.0,6.0,1019.6
25.6,13.8,64.0,6.6,0.0,5.0,1018.8
24.7,13.9,64.5,6.9,0.0,4.0,1018.0
23.9,14.0,64.9,7.2,0.0,3.0,1017.2
21.7,14.0,71.7,7.2,0.0,4.0,1017.7
21.7,14.0,79.3,7.2,0.0,6.0,1018.3
21.7,14.0,87.8,7.3,0.0,7.0,1018.8
21.7,14.0,90.2,7.3,0.0,8.0,1019.2
21.7,14.0,92.6,7.0,0.0,8.0,1019.6
21.7,14.0,94.1,6.8,0.0,8.0,1020.0
21.7,14.0,94.8,6.7,0.0,8.0,1019.8
21.7,14.0,94.4,6.7,0.0,8.0,1019.6
21.7,14.0,94.0,6.8,0.0,8.0,1019.4
21.7,14.0,94.7,6.8,0.0,8.0,1018.7
21.7,14.0,95.3,6.5,0.0,8.0,1018.1
21.7,14.0,96.0,6.2,0.0,8.0,1017.5
21.7,14.0,95.7,6.4,0.0,8.0,1017.8
21.7,14.0,97.4,6.5,0.0,8.0,1018.2
21.7,14.0,98.1,6.5,0.0,8.0,1018.5
21.7,14.7,89.9,6.5,0.0,6.0,1019.0
21.7,15.2,82.4,6.0,0.0,3.0,1019.4
21.7,15.2,75.5,5.6,0.0,1.0,1019.9
23.4,15.2,64.7,5.3,0.0,0.0,1019.0
26.4,15.1,55.6,3.9,0.0,0.0,1018.1
29.5,15.0,48.0,2.2,0.0,0.0,1017.3
30.7,14.8,40.6,2.3,0.0,1.0,1016.1
31.9,14.8,34.4,2.9,0.0,1.0,1015.0
33.2,14.7,29.1,3.6,0.0,2.0,1013.9
33.2,14.7,38.9,3.8,0.0,1.0,1014.4
33.2,14.7,51.8,4.1,0.0,1.0,1015.0
33.2,14.7,68.8,4.8,0.0,1.0,1015.6
33.2,14.7,76.0,4.8,0.0,1.0,1016.3
33.2,14.7,83.9,4.5,0.0,0.0,1017.0
33.2,14.7,92.8,4.1,0.0,0.0,1017.8
33.2,15.0,93.4,4.9,0.0,0.0,1017.9
33.2,15.0,94.0,5.9,0.0,0.0,1018.1
33.2,15.0,94.6,7.0,0.0,0.0,1018.3
33.2,15.0,93.4,7.0,0.0,0.0,1017.9
33.2,15.0,92.2,6.7,0.0,0.0,1017.6
33.2,15.0,91.0,6.5,0.0,0.0,1017.2
33.2,15.0,92.0,6.3,0.0,0.0,1017.6
33.2,15.0,93.0,5.9,0.0,0.0,1018.0
33.2,15.0,94.1,5.6,0.0,0.0,1018.5
33.1,16.4,78.1,5.2,0.0,0.0,1019.0
33.1,16.6,65.0,4.8,0.0,0.0,1019.6
33.1,16.6,54.3,4.4,0.0,0.0,1020.1
33.1,16.6,39.8,3.4,0.0,0.0,1019.3
33.1,16.6,29.1,2.4,0.0,0.0,1018.5
33.9,16.6,21.2,1.6,0.0,0.0,1017.7
34.1,16.5,20.2,2.4,0.0,0.0,1017.0
34.4,16.5,19.3,3.4,0.0,0.0,1016.3
34.7,16.5,18.4,4.4,0.0,0.0,1015.5
34.7,16.5,25.4,4.9,0.0,0.0,1015.9
34.7,16.5,34.7,5.8,0.0,0.0,1016.2
34.7,16.5,47.1,6.7,0.0,0.0,1016.6
34.7,16.5,51.4,6.7,0.0,0.0,1017.0
34.7,16.5,56.2,6.5,0.0,0.0,1017.5
34.7,16.5,61.4,6.3,0.0,0.0,1018.0
34.7,16.5,58.4,6.3,0.0,0.0,1018.1
34.7,16.5,55.4,6.5,0.0,0.0,1018.1
34.7,16.5,52.6,6.8,0.0,0.0,1018.2
34.7,16.5,54.4,6.8,0.0,0.0,1017.8
34.7,16.5,56.3,6.5,0.0,0.0,1017.4
34.7,16.5,58.2,6.2,0.0,0.0,1016.9
34.7,16.5,62.0,6.0,0.0,0.0,1017.2
34.7,16.5,65.9,5.6,0.0,0.0,1017.4
34.7,16.5,70.2,5.3,0.0,0.0,1017.7
34.7,16.5,58.2,4.9,0.0,0.0,1018.2
34.7,16.5,48.6,4.8,0.0,0.0,1018.6
34.7,16.5,40.7,4.6,0.0,0.0,1019.1
34.7,16.5,34.5,4.4,0.0,0.0,1018.2
34.7,16.5,29.3,4.6,0.0,0.0,1017.4
34.7,16.5,24.8,4.6,0.0,0.0,1016.6
34.7,16.5,21.0,4.5,0.0,0.0,1015.7
